DAP,AESI/NCO,Coding system,Code,Meaning,Count
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71516,hospitalisation_secondary,5
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71500,hospitalisation_secondary,2
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71511,hospitalisation_primary,3
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71525,hospitalisation_primary,2
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71526,hospitalisation_primary,1
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,7212,hospitalisation_secondary,1
TEST_HOSP,M_OSTEOARTHRITIS_COV,ICD9CM,71509,hospitalisation_secondary,1
TEST_HOSP,M_OSTEOMYELITIS_COV,ICD9CM,73007,hospitalisation_primary,1
TEST_HOSP,M_OSTEOMYELITIS_COV,ICD9CM,73006,hospitalisation_primary,1
TEST_HOSP,M_OSTEOMYELITIS_COV,ICD9CM,73009,hospitalisation_secondary,1
TEST_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,29284,hospitalisation_secondary,1
TEST_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,2922,hospitalisation_secondary,1
TEST_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,2930,hospitalisation_secondary,3
TEST_HOSP,Ment_ORGPSYCHOSIS_COV,ICD9CM,2930,hospitalisation_primary,1
TEST_HOSP,N_TRIGEMINALNEURALGIA_COV,ICD9CM,3501,hospitalisation_secondary,1
TEST_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,37210,hospitalisation_primary,7
TEST_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,710.2,exemption,4
TEST_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,7788,hospitalisation_secondary,1
TEST_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,5571,hospitalisation_primary,1
TEST_HOSP,SO_CONJUNCTIVITIS_COV,ICD9CM,7102,hospitalisation_secondary,1
