sex,ageband_at_1_jan_2021,type_vax_1,history_covid,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,50-59,AstraZeneca,0,2021-02,122,122,122,122,122,122,122,122,122,122,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-03,915,915,915,915,915,915,915,915,915,915,915,915,915,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-04,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-05,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,0,2021-06,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-03,656,656,656,656,656,656,656,656,656,656,656,656,656,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-04,774,774,774,774,774,774,774,774,774,774,774,774,774,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-05,889,889,889,889,889,889,889,889,889,889,889,889,889,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-06,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-06,1624,1624,1624,1624,1624,1624,1624,1600,1624,1624,1624,1600,1624,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,1,2021-04,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,AstraZeneca,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-03,81,81,81,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-04,269,269,269,269,269,269,269,269,269,269,269,269,269,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-05,633,633,633,633,633,633,633,633,633,633,633,633,633,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,0,2021-06,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-05,770,770,770,770,770,770,770,770,770,770,770,770,770,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,J&J,0,2021-05,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,J&J,0,2021-06,372,372,372,372,372,372,372,372,372,372,372,372,372,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,1,2021-05,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Moderna,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,0,2021-02,65,65,65,65,65,65,65,65,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Pfizer,1,2021-04,176,176,176,176,176,176,176,176,176,176,176,176,176,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Pfizer,1,2021-05,250,250,250,250,250,250,250,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,1,2021-06,128,128,128,128,128,128,128,128,128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Pfizer,1,2021-02,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Pfizer,1,2021-03,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-04,295,295,295,295,295,295,295,295,295,295,295,295,295,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-03,88,88,88,88,88,88,88,88,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,1,2021-05,78,78,78,78,78,78,78,78,78,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Pfizer,1,2021-04,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-01,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,Moderna,0,2021-02,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,1,2021-02,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,1,2021-03,51,51,51,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,1,2021-04,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,1,2021-05,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,AstraZeneca,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,Pfizer,1,2021-01,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-06,6062,6062,6062,6062,6062,6062,6062,6062,6062,6062,6062,6062,6062,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-01,260,260,260,260,260,260,260,260,260,260,260,260,260,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-02,465,465,465,465,465,465,465,465,465,465,465,465,465,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-03,698,698,698,698,698,698,698,698,698,698,698,698,698,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-04,760,760,760,760,760,760,760,760,760,760,760,760,760,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-05,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,2748,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-06,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,6460,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-05,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-06,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,2219,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-05,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,2223,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-03,75,75,75,75,75,75,75,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-04,392,392,392,392,392,392,392,392,392,392,392,392,392,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-05,776,776,776,776,776,776,776,776,776,776,776,776,776,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-06,930,930,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-04,447,447,447,447,447,447,447,447,447,447,447,447,447,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-05,883,883,883,883,883,883,883,883,883,883,883,883,883,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-06,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-05,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-06,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-03,153,153,153,153,153,153,153,153,153,153,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,1,2021-05,2,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,1,2021-06,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,J&J,0,2021-06,764,764,764,764,764,764,764,764,764,764,764,764,764,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-03,195,195,195,195,195,195,195,195,195,195,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-04,541,541,541,541,541,541,541,541,541,541,541,541,541,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-01,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-02,391,391,391,391,391,391,391,391,391,391,391,391,391,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-03,594,594,594,594,594,594,594,594,594,594,594,594,594,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-04,697,697,697,697,697,697,697,697,697,697,697,697,697,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,0,2021-06,862,862,862,862,862,862,862,862,862,862,862,862,862,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,J&J,0,2021-05,223,223,223,223,223,223,223,223,223,223,223,223,223,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,1,2021-05,109,109,109,109,109,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,1,2021-06,203,203,203,203,203,203,203,203,203,203,203,203,203,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,1,2021-06,109,109,109,109,109,109,109,90,109,109,109,90,109,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,0,2021-05,175,175,175,175,175,175,175,175,175,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-04,350,350,350,350,350,350,350,350,350,350,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,1,2021-05,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-03,85,85,85,85,85,85,85,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,1,2021-05,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-02,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-01,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-02,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,1,2021-04,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,1,2021-04,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,1,2021-05,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,0,2021-04,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,1,2021-05,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,1,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,1,2021-04,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-05,5772,5772,5772,5772,5772,5772,5772,5772,5772,5772,5772,5772,5772,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-06,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,5695,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-04,642,642,642,642,642,642,642,642,642,642,642,642,642,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-05,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,2668,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-06,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-04,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,3588,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-05,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-06,4826,4826,4826,4826,4826,4826,4826,4826,4826,4826,4826,4826,4826,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-04,677,677,677,677,677,677,677,677,677,677,677,677,677,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-04,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,2783,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-05,4059,4059,4059,4059,4059,4059,4059,4059,4059,4059,4059,4059,4059,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-06,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,3932,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-05,992,992,992,992,992,992,992,992,992,992,992,992,992,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-06,985,985,985,985,985,985,985,985,985,985,985,985,985,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-03,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-03,203,203,203,203,203,203,203,203,203,203,203,203,203,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-01,91,91,91,91,91,91,91,91,91,91,91,91,91,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-02,151,151,151,151,151,151,151,151,151,151,151,151,151,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-03,189,189,189,189,189,189,189,189,189,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-06,375,375,375,375,375,375,375,375,375,375,375,375,375,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-03,132,132,132,132,132,132,132,132,132,132,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-04,731,731,731,731,731,731,731,731,731,731,731,731,731,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-04,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-05,341,341,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-03,61,61,61,61,61,61,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-04,327,327,327,327,327,327,327,327,327,327,327,327,327,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-05,605,605,605,605,605,605,605,605,605,605,605,605,605,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-06,630,630,630,630,630,630,630,630,630,630,630,630,630,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,1,2021-04,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,1,2021-05,71,71,71,71,71,71,71,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,1,2021-06,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,J&J,0,2021-04,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,J&J,0,2021-05,248,248,248,248,248,248,248,248,248,248,248,248,248,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,J&J,0,2021-06,258,258,258,258,258,258,258,258,258,258,258,258,258,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-03,74,74,74,74,74,74,74,74,74,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-02,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,1,2021-04,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,1,2021-05,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,1,2021-04,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,1,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-02,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,1,2021-03,1,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,1,2021-04,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,1,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-01,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-02,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-03,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-04,8396,8396,8396,8396,8375,8396,8375,8396,8396,8396,8396,8396,8396,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-05,11097,11097,11097,11097,11066,11097,11066,11097,11097,11097,11097,11097,11097,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-06,10837,10837,10837,10837,10807,10837,10807,10837,10837,10837,10837,10837,10837,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-01,199,199,199,199,199,199,199,199,199,199,199,199,199,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-02,258,258,258,258,258,258,258,258,258,258,258,258,258,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-03,1713,1713,1713,1713,1704,1713,1704,1713,1713,1713,1713,1713,1713,0,0,0,< 5,0,< 5,0,0,0,0,0,0
1,80+,Pfizer,0,2021-04,5813,5813,5813,5813,5808,5813,5808,5813,5813,5813,5813,5813,5813,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-05,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,7895,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-06,7581,7581,7581,7581,7581,7581,7581,7581,7581,7581,7581,7581,7581,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-02,349,349,349,349,349,349,349,349,349,349,349,349,349,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-04,115,115,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-05,246,246,246,246,246,246,246,246,246,246,246,246,246,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-06,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,1,2021-04,74,74,74,74,74,74,74,74,74,74,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,1,2021-05,183,183,183,183,183,183,183,183,183,183,183,183,183,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,1,2021-06,210,210,210,210,210,210,210,210,210,210,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-03,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-04,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-05,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-06,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-01,224,224,224,224,224,224,224,224,224,224,224,224,224,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Moderna,0,2021-04,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Moderna,0,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Moderna,0,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-03,53,53,53,53,53,53,53,53,53,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-02,4,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,< 5,0,0,0,0,0,0,0,0,0,0,0,0
