sex,ageband_at_1_jan_2021,type_vax_1,history_covid,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,60-69,Pfizer,0,2021-06,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-05,867,867,867,867,867,867,867,867,867,867,867,867,867,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-06,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-03,55,55,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-04,174,174,174,174,174,174,174,174,174,174,174,174,174,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-05,403,403,403,403,403,403,403,403,403,403,403,403,403,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-06,480,480,480,480,480,480,480,480,480,480,480,480,480,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-05,463,463,463,463,463,463,463,463,463,463,463,463,463,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-06,761,761,761,761,761,761,761,761,761,761,761,761,761,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-01,115,115,115,115,115,115,115,115,115,115,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-02,238,238,238,238,238,238,238,238,238,238,238,238,238,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-03,364,364,364,364,364,364,364,364,364,364,364,364,364,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,0,2021-04,403,403,403,403,403,403,403,403,403,403,403,403,403,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,0,2021-06,310,310,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-04,158,158,158,158,158,158,158,158,158,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,J&J,0,2021-05,55,55,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,J&J,0,2021-06,173,173,173,173,173,173,173,173,173,173,173,173,173,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-05,421,421,421,421,421,421,421,421,421,421,421,421,421,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-06,779,779,779,779,779,779,779,779,779,779,779,779,779,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,1,2021-06,49,49,49,49,49,49,49,30,49,49,49,30,49,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-01,73,73,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-02,105,105,105,105,105,105,105,105,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,0,2021-03,155,155,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,AstraZeneca,0,2021-04,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,0,2021-05,72,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-04,143,143,143,143,143,143,143,143,143,143,143,143,143,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Moderna,0,2021-02,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,J&J,1,2021-06,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,0,2021-03,61,61,61,61,61,61,61,61,61,61,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-01,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Moderna,0,2021-02,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,1,2021-04,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,Pfizer,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,1,2021-04,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,AstraZeneca,1,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,Pfizer,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-04,201,201,201,201,201,201,201,201,201,201,201,201,201,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-05,856,856,856,856,856,856,856,856,856,856,856,856,856,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-06,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-03,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-04,764,764,764,764,764,764,764,764,764,764,764,764,764,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-05,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,0,2021-06,990,990,990,990,990,990,990,990,990,990,990,990,990,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-01,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-02,39,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Pfizer,0,2021-03,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-05,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-06,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-03,55,55,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-04,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-05,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,AstraZeneca,0,2021-06,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,0,2021-04,170,170,170,170,170,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-03,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-04,168,168,168,168,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-05,235,235,235,235,235,235,235,235,235,235,235,235,235,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,Moderna,0,2021-06,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-04,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-05,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,J&J,0,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,1,2021-04,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Pfizer,1,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,J&J,0,2021-04,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,J&J,0,2021-05,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,J&J,0,2021-06,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-04,109,109,109,109,109,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-05,236,236,236,236,236,236,236,236,236,236,236,236,236,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-06,230,230,230,230,230,230,230,230,230,230,230,230,230,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,Moderna,0,2021-03,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,1,2021-04,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,1,2021-05,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,AstraZeneca,1,2021-06,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-04,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-05,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-06,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-03,805,805,805,805,805,805,805,805,805,805,805,805,805,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-03,627,627,627,627,618,627,618,627,627,627,627,627,627,0,0,0,1,0,1,0,0,0,0,0,0
1,80+,Pfizer,0,2021-04,1996,1996,1996,1996,1991,1996,1991,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-05,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-06,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-02,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-01,127,127,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-04,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-05,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,1,2021-06,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-03,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-04,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-05,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Moderna,0,2021-06,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,Pfizer,0,2021-01,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,Pfizer,0,2021-02,140,140,140,140,140,140,140,140,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0
